"시도별","동거기간별",2016
"부산광역시","계",6859
"부산광역시","0∼4년",1496
"부산광역시","5∼9년",1168
"부산광역시","10∼14년",884
"부산광역시","15∼19년",968
"부산광역시","20년이상",2343
"부산광역시","20∼24년",875
"부산광역시","25∼29년",594
"부산광역시","30년이상",874
"부산광역시","미상",0
