"행정구역별(1)",2009,2009,2009,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019
"행정구역별(1)",혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명),혼인건수 (건),이혼건수 (건),주민등록인구수(연앙인구) (명)
"총계",300869,120296,50070582.0,317579,113042,50515666.0,321154,110671,50734284.0,327073,114316,50948272.0,315193,111937,51141463.0,297783,112285,51327916.0,295167,106059,51529338.0,276328,105375,51112971.5,259340,104364,51230704.0,252339,106785,51344092.0,233911,109035,51337424.0
